all_day,calendar_category_id,category,description,end_date,event_id,location,start_date,state,summary,url
True,27,Pre and Post-Elections,Hawaii Pre-Primary Report due,,7740,Hawaii,2024-07-29,,HI Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-hawaii/
True,23,AOs and Rules,AOR 2024-09 Written public comments are due today to the Office of General Counsel on Advisory Opinion Request 2024-09 (Congresswoman Nanette Barragan and Barragan for Congress).,,8047,,2024-07-29,,AOR 2024-09,https://www.fec.gov/files/legal/aos/2024-09/202409R_1.pdf
True,28,EC Periods,"Electioneering communications period begins for the Oklahoma congressional primary runoff election (if runoff held). Ends on election day, August 27.",,7649,Oklahoma,2024-07-28,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,36,Election Dates,US Taxpayers Party congressional convention held in Michigan,,8032,Michigan,2024-07-27,,MI Convention - US Taxpayers Party (C),
False,32,Open Meetings,Public meeting of the Commission,,7511,FEC Hearing Room,2024-07-25T10:00:00-04:00,,Open Meeting,https://www.fec.gov/updates/july-25-2024-open-meeting/
True,27,Pre and Post-Elections,Missouri Pre-Primary Report due,,7759,Missouri,2024-07-25,,MO Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-missouri/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the congressional primary elections in Connecticut, Minnesota, Vermont and Wisconsin. Ends on August 11.",,7672,"CT, MN, VT, WI",2024-07-25,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,27,Pre and Post-Elections,Colorado's 4th Congressional District Special Post-General Report due,,7987,Colorado,2024-07-25,,CO/04 Special Post-General Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-co04/
True,27,Pre and Post-Elections,Kansas Pre-Primary Report due,,7745,Kansas,2024-07-25,,KS Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-kansas/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the Wisconsin 8th Congressional District special primary election. Ends on August 11, 2024.",,8020,Wisconsin,2024-07-25,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-special-elections-2024/
True,27,Pre and Post-Elections,Michigan Pre-Primary Report due,,7755,Michigan,2024-07-25,,MI Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-michigan/
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,8046,FEC Hearing Rooom,2024-07-25,,Executive Session,https://www.fec.gov/updates/july-23-2024-executive-session/
True,27,Pre and Post-Elections,Washington Pre-Primary Report due,,7786,Washington,2024-07-25,,WA Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-washington/
False,23,AOs and Rules,Draft AO 2024-08 (Draft A) Written public comments are due today by 12:00pm ET to the Commission Secretary (copy to Office of General Counsel) on Draft Advisory Opinion 2024-08 (Representative Bob Good and Good for Congress).,,8048,,2024-07-24T12:00:00-04:00,,Draft AO 2024-08 (Draft A),https://www.fec.gov/files/legal/aos/2024-08/202408.pdf
True,23,AOs and Rules,Draft AO 2024-08 (Draft B) Written public comments are due today by 12:00pm ET to the Commission Secretary (copy to Office of General Counsel) on Draft Advisory Opinion 2024-08 (Representative Bob Good and Good for Congress).,,8049,,2024-07-24,,Draft AO 2024-08 (Draft B),https://www.fec.gov/files/legal/aos/2024-08/202408_1.pdf
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,7500,,2024-07-23,,Executive Session,https://www.fec.gov/updates/july-23-2024-executive-session/
True,27,Pre and Post-Elections,Virgin Islands Pre-Primary Report due,,7784,Virgin Islands,2024-07-22,,VI Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-virgin-islands/
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the Hawaii congressional primary election. Ends on August 8.,,7671,Hawaii,2024-07-22,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,27,Pre and Post-Elections,Guam Pre-Primary Report due,,7739,Guam,2024-07-22,,GU Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-guam/
True,28,EC Periods,"Electioneering communications period begins for the congressional primary elections in Alaska, Florida and Wyoming. Ends on election day, August 20.",,7648,"AK, FL, WY",2024-07-21,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,36,Election Dates,Libertarian Party congressional convention held in Michigan,,8031,Michigan,2024-07-20,,MI Convention - Libertarian Party (C),
True,27,Pre and Post-Elections,Tennessee Pre-Primary Report due,,7779,Tennessee,2024-07-20,,TN Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-tennessee/
True,28,EC Periods,"60-day electioneering communications period begins for the New Jersey 10th Congressional District special general election. Ends on election day, September 18, 2024.",,8013,New Jersey,2024-07-20,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-special-elections-2024/
True,26,Monthly,July Monthly Report due,,7441,FEC,2024-07-20,,July Monthly Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/2024-monthly-filers/#monthly-schedule
True,23,AOs and Rules,AOR 2024-08 Written public comments are due today to the Office of General Counsel on Advisory Opinion Request 2024-08 (Representative Bob Good and Good for Congress).,,8045,,2024-07-19,,AOR 2024-08,https://www.fec.gov/files/legal/aos/2024-08/202408R_1.pdf
True,27,Pre and Post-Elections,Arizona Pre-Primary Report due,,7728,Arizona,2024-07-18,,AZ Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-arizona/
True,27,Pre and Post-Elections,South Dakota Pre-Runoff Report due (if runoff held),,7777,South Dakota,2024-07-18,,SD Pre-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-south-dakota/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the congressional primary elections in Kansas, Michigan, Missouri and Washington. Ends on August 4.",,7670,"KS, MI, MO, WA",2024-07-18,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,36,Election Dates,Special primary election for New Jersey's 10th Congressional District,,8008,New Jersey,2024-07-16,,NJ/10 Special Primary Election,
True,27,Pre and Post-Elections,Michigan US Taxpayers Party Pre-Convention Report due,,8035,Michigan,2024-07-15,,MI Pre-Convention Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/convention-report-notice-michigan-us-taxpayers/
True,25,Quarterly,July Quarterly Report due,,7450,FEC,2024-07-15,,July Quarterly Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/2024-quarterly-filers/#quarterly-schedule
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the congressional primary elections in Guam and Virgin Islands. Ends on August 1.,,7669,"GU, VI",2024-07-15,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,23,AOs and Rules,AOR 2024-07 Written public comments are due today to the Office of General Counsel on Advisory Opinion Request 2024-07 (Team Graham).,,8044,,2024-07-15,,AOR 2024-07,https://www.fec.gov/files/legal/aos/2024-07/202407R_1.pdf
True,28,EC Periods,"30-day electioneering communications period begins for the Wisconsin 8th Congressional District special primary election. Ends on election day, August 13, 2024.",,8022,Wisconsin,2024-07-14,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-special-elections-2024/
True,28,EC Periods,"Electioneering communications period begins for the congressional primary elections in Connecticut, Minnesota, Vermont and Wisconsin. Ends on election day, August 13.",,7647,"CT, MN, VT, WI",2024-07-14,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the Tennessee congressional primary election. Ends on July 30.,,7668,Tennessee,2024-07-13,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,27,Pre and Post-Elections,Ohio's 6th Congressional District Special Post-General Report due,,7864,Ohio,2024-07-11,,OH/06 Special Post-General Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-oh06/
True,28,EC Periods,"Electioneering communications period begins for the Hawaii congressional primary election. Ends on election day, August 10.",,7646,Hawaii,2024-07-11,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the Arizona congressional primary and the South Dakota congressional primary runoff election (if runoff held). Ends on July 28.,,7791,"AZ, SD",2024-07-11,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
False,34,Roundtables,The FEC will host a FECFile webinar to assist political action committees (PACs) and party committees as they prepare to file their July Quarterly or Monthly Reports.,2024-07-10T14:00:00-04:00,8019,Online via Zoom,2024-07-10T12:00:00-04:00,,FECFile Webinar for PACs & Party Committees,https://www.fec.gov/updates/fec-to-host-reporting-and-fecfile-webinars-in-june-and-july-2024/
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,7499,,2024-07-09,,Executive Session,https://www.fec.gov/updates/july-09-2024-executive-session/
True,27,Pre and Post-Elections,Michigan Libertarian Party Pre-Convention Report due,,8034,Michigan,2024-07-08,,MI Pre-Convention Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/convention-report-notice-michigan-libertarian/
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the Michigan US Taxpayers Party congressional convention. Ends on July 25.,,8041,Michigan,2024-07-08,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,28,EC Periods,"Electioneering communications period begins for the congressional primary elections in Kansas, Michigan, Missouri and Washington. Ends on election day, August 6.",,7645,"KS, MI, MO, WA",2024-07-07,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,27,Pre and Post-Elections,Louisiana Pre-Primary Report due,,7747,Louisiana,2024-07-07,,LA Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-louisiana/
True,23,AOs and Rules,"AOR 2024-06 Written public comments are due today to the Office of General Counsel on Advisory Opinion Request 2024-06 (American Target Advertising, Inc. and The Conservative Caucus).",,8043,,2024-07-05,,AOR 2024-06,https://www.fec.gov/files/legal/aos/2024-06/202406R_1.pdf
True,27,Pre and Post-Elections,New Jersey's 10th Congressional District Special Pre-Primary Report due,,8010,New Jersey,2024-07-04,,NJ/10 Special Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-nj10/
True,28,EC Periods,"Electioneering communications period begins for the congressional primary elections in Guam and the Virgin Islands. Ends on election day, August 3.",,7644,"GU, VI",2024-07-04,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,28,EC Periods,"Electioneering communications period begins for the Tennessee congressional primary election. Ends on election day, August 1.",,7643,Tennessee,2024-07-02,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the Michigan Libertarian Party congressional convention. Ends on July 18.,,8040,Michigan,2024-07-01,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,28,EC Periods,"Electioneering communications period begins for the Arizona congressional primary and the South Dakota congressional primary runoff election (if runoff held). Ends on election day, July 30.",,7790,"AZ, SD",2024-06-30,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the Louisiana congressional primary election. Ends on July 17.,,7667,Louisiana,2024-06-30,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,36,Election Dates,Libertarian Party congressional convention held in South Dakota,,8000,South Dakota,2024-06-29,,SD Convention - Libertarian Party (C),
False,32,Open Meetings,Public meeting of the Commission,,7509,FEC Hearing Room,2024-06-27T10:00:00-04:00,,Open Meeting,https://www.fec.gov/updates/june-27-2024-open-meeting/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the New Jersey 10th Congressional District special primary election. Ends on July 14, 2024.",,8015,New Jersey,2024-06-27,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-special-elections-2024/
True,28,EC Periods,"Electioneering communications period begins for the Michigan US Taxpayers Party congressional convention. Ends on election day, July 27.",,8038,Michigan,2024-06-27,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,8030,,2024-06-27,,Executive Session,https://www.fec.gov/updates/june-25-2024-executive-session/
False,34,Roundtables,The FEC will host two webinars to assist candidate committees as they prepare to file their July Quarterly Reports.,2024-06-26T16:30:00-04:00,8018,Online via Zoom,2024-06-26T12:00:00-04:00,,Reporting & FECFile Webinars for Candidate Committees,https://www.fec.gov/updates/fec-to-host-reporting-and-fecfile-webinars-in-june-and-july-2024/
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,7498,,2024-06-25,,Executive Session,https://www.fec.gov/updates/june-25-2024-executive-session/
True,36,Election Dates,Congressional primary election held in Colorado,,7563,Colorado,2024-06-25,,CO Primary (C),
True,36,Election Dates,Special general election for Colorado's 4th Congressional District,,7985,Colorado,2024-06-25,,CO/04 Special General Election,
True,36,Election Dates,Congressional primary election held in Utah,,7564,Utah,2024-06-25,,UT Primary (C),
True,36,Election Dates,Congressional primary runoff election held in South Carolina (if necessary),,7559,South Carolina,2024-06-25,,SC Primary Runoff (C),
True,36,Election Dates,Congressional primary election held in New York,,7823,New York,2024-06-25,,NY Primary (C),
True,36,Election Dates,Working Class Party congressional convention held in Michigan,,8033,Michigan,2024-06-23,,MI Convention - Working Class Party (C),
True,26,Monthly,June Monthly Report due,,7440,FEC,2024-06-20,,June Monthly Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/2024-monthly-filers/#monthly-schedule
True,27,Pre and Post-Elections,California's 20th Congressional District Special Post-Runoff Report due (if special runoff held),,7874,California,2024-06-20,,CA/20 Special Post-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-ca20/
True,28,EC Periods,"Electioneering communications period begins for the Michigan Libertarian Party congressional convention. Ends on election day, July 20.",,8037,Michigan,2024-06-20,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,28,EC Periods,"Electioneering communications period begins for the Louisiana congressional primary election. Ends on election day, July 19.",,7642,Louisiana,2024-06-19,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,36,Election Dates,Congressional primary election held in Oklahoma,,7561,Oklahoma,2024-06-18,,OK Primary (C),
True,36,Election Dates,Congressional primary election held in Virginia,,7562,Virginia,2024-06-18,,VA Primary (C),
True,36,Election Dates,Congressional primary runoff election held in Georgia (if necessary),,7543,Georgia,2024-06-18,,GA Primary Runoff (C),
True,27,Pre and Post-Elections,South Dakota Libertarian Party Pre-Convention Report due,,7999,South Dakota,2024-06-17,,SD Pre-Convention Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/convention-report-notice-south-dakota-libertarian/
True,28,EC Periods,"30-day electioneering communications period begins for the New Jersey 10th Congressional District special primary election. Ends on election day, July 16, 2024.",,8014,New Jersey,2024-06-16,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-special-elections-2024/
True,36,Election Dates,Green Party congressional convention held in Michigan,,7997,Michigan,2024-06-15,,MI Convention - Green Party (C),
True,27,Pre and Post-Elections,South Carolina Pre-Runoff Report due (if runoff held),,7776,South Carolina,2024-06-13,,SC Pre-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-south-carolina/
True,27,Pre and Post-Elections,Colorado's 4th Congressional District Special Pre-General Report due,,7986,Colorado,2024-06-13,,CO/04 Special Pre-General Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-co04/
True,27,Pre and Post-Elections,New York Pre-Primary Report due,,7824,New York,2024-06-13,,NY Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-new-york/
True,27,Pre and Post-Elections,Colorado Pre-Primary Report due,,7732,Colorado,2024-06-13,,CO Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-colorado/
True,27,Pre and Post-Elections,South Carolina Pre-Runoff Report due (if runoff held),,7776,South Carolina,2024-06-13,,SC Pre-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-south-carolina/
True,36,Election Dates,Congressional primary election held in South Carolina,,7558,South Carolina,2024-06-11,,SC Primary (C),
True,36,Election Dates,Congressional primary election held in North Dakota,,7557,North Dakota,2024-06-11,,ND Primary (C),
True,27,Pre and Post-Elections,Michigan Working Class Party Pre-Convention Report due,,8036,Michigan,2024-06-11,,MI Pre-Convention Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/convention-report-notice-michigan-working-class/
True,36,Election Dates,Congressional primary election held in Nevada,,7556,Nevada,2024-06-11,,NV Primary (C),
True,36,Election Dates,Special general election for Ohio's 6th Congressional District,,7857,Ohio,2024-06-11,,OH/06 Special General Election,
True,36,Election Dates,Congressional primary election held in Maine,,7555,Maine,2024-06-11,,ME Primary (C),
True,23,AOs and Rules,"Comments due-NPRM Candidate Security Comments are due June 10, 2024, on the Commission's April 9, 2024, notice of proposed rulemaking on the use of campaign funds for candidate and officeholder security.",,7991,,2024-06-10,,Comments due-NPRM Candidate Security,https://sers.fec.gov/fosers/showpdf.htm?docid=425136
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the South Dakota Libertarian Party congressional convention. Ends on June 27.,,8003,South Dakota,2024-06-10,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,36,Election Dates,Democratic Party presidential caucus held in Virgin Islands,,7932,Virgin Islands,2024-06-08,,VI Caucus - Democratic Party (P),
True,36,Election Dates,Democratic Party presidential caucus held in Guam,,7628,Guam,2024-06-08,,GU Caucus - Democratic Party (P),
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the congressional primary elections in Colorado, New York and Utah, and the congressional primary runoff election (if runoff held) in South Carolina. Ends on June 23.",,7666,"CO, NY, SC, UT",2024-06-06,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,8029,,2024-06-06,,Executive Session,https://www.fec.gov/updates/june-04-2024-executive-session/
True,27,Pre and Post-Elections,Virginia Pre-Primary Report due,,7785,Virginia,2024-06-06,,VA Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-virginia/
True,27,Pre and Post-Elections,Georgia Pre-Runoff Report due (if runoff held),,7738,Georgia,2024-06-06,,GA Pre-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-georgia/
True,27,Pre and Post-Elections,Oklahoma Pre-Primary Report due,,7770,Oklahoma,2024-06-06,,OK Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-oklahoma/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the Colorado 4th Congressional District special general election. Ends on June 23, 2024.",,7989,Colorado,2024-06-06,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-special-elections-2024/
False,34,Roundtables,"The FEC will host a two-part Committee Operations workshop for Nonconnected political action committees (PACs) - including Super PACs, Hybrid PACs, and Leadership PACs",2024-06-05T16:15:00-04:00,7884,Online via Zoom,2024-06-05T13:00:00-04:00,,Nonconnected PAC Webinar,https://www.fec.gov/updates/fec-to-host-june-5-nonconnected-pac-webinar-2024/
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the Working Class Party congressional convention. Ends on June 21.,,8042,Michigan,2024-06-04,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,36,Election Dates,Presidential and congressional primary elections held in Montana,,7550,Montana,2024-06-04,,MT Primary (P & C),
True,36,Election Dates,Congressional primary election held in Iowa,,7549,Iowa,2024-06-04,,IA Primary (C),
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,7497,,2024-06-04,,Executive Session,https://www.fec.gov/updates/june-04-2024-executive-session/
True,36,Election Dates,Presidential and congressional primary elections held in the District of Columbia,,7548,District of Columbia,2024-06-04,,DC Primary (P & C),
True,36,Election Dates,Presidential and congressional primary elections held in New Jersey,,7551,New Jersey,2024-06-04,,NJ Primary (P & C),
True,36,Election Dates,Presidential and congressional primary elections held in South Dakota,,7553,South Dakota,2024-06-04,,SD Primary (P & C),
True,36,Election Dates,Presidential and congressional primary elections held in New Mexico,,7552,New Mexico,2024-06-04,,NM Primary (P & C),
True,27,Pre and Post-Elections,Michigan Green Party Pre-Convention Report due,,7998,Michigan,2024-06-03,,MI Pre-Convention Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/convention-report-notice-michigan-libertarian/
True,23,AOs and Rules,"Comments due: Interim Final Rule on FOIA Improvement Act Comments are due June 3, 2024, on the Commission's May 2, 2024, notice of interim final rule and request for public comments on the FOIA Improvement Act.",,8007,,2024-06-03,,Comments due: Interim Final Rule on FOIA Improvement Act,https://sers.fec.gov/fosers/showpdf.htm?docid=425158
True,36,Election Dates,Congressional primary election held in Puerto Rico,,7547,Puerto Rico,2024-06-02,,PR Primary (C),
True,27,Pre and Post-Elections,Maine Pre-Primary Report due,,7752,Maine,2024-05-30,,ME Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-maine/
True,28,EC Periods,"Electioneering communications period begins for the South Dakota Libertarian Party congressional convention. Ends on election day, June 29.",,8001,South Dakota,2024-05-30,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,27,Pre and Post-Elections,North Dakota Pre-Primary Report due,,7768,North Dakota,2024-05-30,,ND Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-north-dakota/
True,27,Pre and Post-Elections,Nevada Pre-Primary Report due,,7762,Nevada,2024-05-30,,NV Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-nevada/
True,27,Pre and Post-Elections,South Carolina Pre-Primary Report due,,7775,South Carolina,2024-05-30,,SC Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-south-carolina/
True,27,Pre and Post-Elections,New York's 26th Congressional District Special Post-General Report due,,7905,New York,2024-05-30,,NY/26 Special Post-General Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-ny26/
True,27,Pre and Post-Elections,Ohio's 6th Congressional District Special Pre-General Report due,,7863,Ohio,2024-05-30,,OH/06 Special Pre-General Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/special-election-report-notice-oh06/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the congressional primary elections in Oklahoma and Virginia, and the congressional primary runoff election (if runoff held) in Georgia. Ends on June 16.",,7665,"GA, OK, VA",2024-05-30,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,36,Election Dates,Congressional primary runoff election held in Texas (if necessary),,7535,Texas,2024-05-28,,TX Primary Runoff (C),
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the Michigan Green Party congressional convention. Ends on June 13.,,8004,Michigan,2024-05-27,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
